#systematic_name	gene_name	transcript_clusters
NA	CCSER1	TC04000494.hg.1
NA	RABGGTB	TC01000777.hg.1
NA	PIGK	TC01002796.hg.1
NA	GABRA1	TC05000903.hg.1
NA	MIR454	TC17001747.hg.1
NA	NDST4	TC04001488.hg.1
NA	PIR	TC0X002327.hg.1
NA	ARHGAP30	TC01003414.hg.1
NA	TAF1C	TC16001309.hg.1
NA	MT-TG	
NA	MT-TD	
NA	TAF12	TC01002427.hg.1
NA	PDE2A	TC11003241.hg.1,TC11002059.hg.1
NA	TESC	TC12003109.hg.1,TC12002012.hg.1
NA	THSD1	TC13000688.hg.1
NA	MT-TT	
NA	MT-TN	
NA	SPIDR	TC08000343.hg.1,TC08002315.hg.1
NA	FARSB	TC02002813.hg.1
NA	HSPA12A	TC10001681.hg.1
NA	ING5	TC02001485.hg.1
NA	RPIA	TC02003391.hg.1,TC02000546.hg.1
NA	TPH2	TC12000629.hg.1
NA	HOMER2	TC15001762.hg.1,TC15001761.hg.1
NA	LONRF1	TC08000997.hg.1
NA	HERC5	TC04000485.hg.1
NA	HPP1	
NA	MIR320B1	TC01001020.hg.1
NA	FAM83H	TC08001729.hg.1
NA	TPST1	TC07000405.hg.1
NA	PNMAL1	TC19001647.hg.1
NA	CLC	TC19001524.hg.1
NA	CHSY3	TC05000619.hg.1
NA	ASB9	TC0X000873.hg.1
NA	SNRPE	TC01001693.hg.1
NA	MIR610	TC11000282.hg.1
NA	PLA2G2D	TC01002308.hg.1
NA	MIR642A	TC19000652.hg.1
NA	ZBTB24	TC06002004.hg.1
NA	HMCN1	TC01001602.hg.1
NA	REPIN1	TC07003236.hg.1,TC07003295.hg.1,TC07002018.hg.1
NA	MIR656	TC14000764.hg.1
NA	ZFP36L2	TC02001790.hg.1
NA	RPS27L	TC15001540.hg.1
NA	REEP5	TC05001678.hg.1
NA	HCG4	TC6_dbb_hap3000115.hg.1,TC6_cox_hap2000126.hg.1,TC6_mcf_hap5000108.hg.1,TC06003268.hg.1,TC06001489.hg.1,TC6_qbl_hap6000116.hg.1,TC6_apd_hap1000062.hg.1,TC6_ssto_hap7000107.hg.1,TC6_mann_hap4000104.hg.1
NA	GEMIN2	TC14000247.hg.1
NA	ASTE1	TC03001782.hg.1
NA	KIAA1804	TC01001927.hg.1
NA	KIN	TC10001022.hg.1
NA	AFAP1L1	TC05000817.hg.1
NA	RHOQ	TC02000284.hg.1
NA	RPL21P46	
NA	NANOGP1	TC12000116.hg.1
NA	RNF125	TC18000132.hg.1
NA	PTPN21	TC14001423.hg.1
NA	GPATCH1	TC19000432.hg.1
NA	ONECUT2	TC18000195.hg.1,TC18000727.hg.1
NA	NAA20	TC20000135.hg.1
NA	LPCAT4	TC15001194.hg.1
NA	LTC4S	TC05003417.hg.1
NA	FBXL20	TC17001448.hg.1,TC17002612.hg.1
NA	IER2	TC19000237.hg.1
NA	NSDHL	TC0X000743.hg.1
NA	GP2	TC16000923.hg.1
NA	PLA1A	TC03000611.hg.1
NA	MIR593	TC07000766.hg.1
NA	MIR596	TC08000009.hg.1
NA	APMAP	TC20000726.hg.1
NA	HSPA4L	TC04000643.hg.1
NA	MAPKAPK5	TC12000872.hg.1
NA	FOCAD	TC09000099.hg.1
NA	NPM1P5	
NA	MRPL42P4	
NA	ZBTB8A	TC01006316.hg.1
NA	ZBTB7B	TC01001284.hg.1,TC01004761.hg.1
NA	COX6B1	TC19000479.hg.1
NA	CPA5	TC07000813.hg.1
NA	CHPF2	TC07001014.hg.1
NA	USH1C	TC11001458.hg.1
NA	CPT1B	TC22001502.hg.1
NA	NME3	TC16000758.hg.1
NA	NKRF	TC0X001311.hg.1
NA	TUFM	TC16001829.hg.1,TC16000994.hg.1
NA	CMTM2	TC16000519.hg.1
NA	DACT3	TC19001652.hg.1
NA	DNPEP	TC02002797.hg.1
NA	DDX46	TC05003400.hg.1
NA	DAD1	TC14000931.hg.1
NA	DNMT3AP1	
NA	PAK3	TC0X000543.hg.1
NA	KCNJ1	TC11003408.hg.1,TC11002443.hg.1
NA	RPH3A	TC12000883.hg.1
NA	GATS	TC07001663.hg.1,TC07003081.hg.1
NA	MIR602	TC09000854.hg.1
NA	NRK	TC0X000512.hg.1
NA	SUCLG1	TC02002033.hg.1
NA	CTAGE4	TC07000953.hg.1,TC07001980.hg.1
NA	MYCNOS	TC02004067.hg.1,TC02001595.hg.1
NA	IQCB1	TC03001699.hg.1
NA	TINAGL1	TC01000411.hg.1
NA	NOX5	TC15002253.hg.1,TC15000630.hg.1
NA	DEDD2	TC19001568.hg.1
NA	CARD11	TC07001102.hg.1
NA	NFIB	TC09000916.hg.1
NA	COL5A2	TC02002612.hg.1
NA	GOPC	TC06004056.hg.1
NA	SLC12A1	TC15002797.hg.1
NA	FGL2	TC07003035.hg.1,TC07001546.hg.1
NA	ASGR2	TC17001075.hg.1
NA	SLC35B2	TC06001761.hg.1
NM_002048	GAS1	TC09001295.hg.1
NM_006939	SOS2	TC14001116.hg.1
NM_013953	PAX8	TC02002222.hg.1
NM_002730	PRKACA	TC19001231.hg.1
NM_002007	FGF4	TC11002019.hg.1
NM_000090	COL3A1	TC02001105.hg.1,TC02003744.hg.1,TC02003743.hg.1
NM_001951	E2F5	TC08000529.hg.1
NM_002753	MAPK10	TC04002620.hg.1,TC04001357.hg.1
NM_005117	FGF19	TC11002018.hg.1
NM_000092	COL4A4	TC02002832.hg.1,TC02004836.hg.1
NM_003240	LEFTY2	TC01003895.hg.1,TC12002413.hg.1
NM_005842	SPRY2	TC13000763.hg.1
NM_001164759	PRKAR1B	TC07001075.hg.1,TC07001074.hg.1
NM_015125	CIC	TC19000596.hg.1
NM_002049	GATA1	TC0X000260.hg.1
NM_000948	PRL	TC06001320.hg.1
NM_000378	WT1	TC11000308.hg.1,TC11003109.hg.1,TC11001533.hg.1
NM_014421	DKK2	TC04001453.hg.1
NM_014862	ARNT2	TC15000749.hg.1
NM_000230	LEP	TC07000768.hg.1
NM_005521	TLX1	TC10000733.hg.1
NM_152424	AMER1	TC0X001095.hg.1
NM_004095	EIF4EBP1	TC08000281.hg.1
NM_031283	TCF7L1	TC02000502.hg.1
NM_017412	FZD3	TC08000220.hg.1
NM_019058	DDIT4	TC10000449.hg.1
NM_004187	KDM5C	TC0X001061.hg.1,TC0X001717.hg.1,TC0X001716.hg.1,TC0X000314.hg.1
NM_014176	UBE2T	TC01003702.hg.1
NM_004625	WNT7A	TC03001192.hg.1
NM_001789	CDC25A	TC03001374.hg.1
NM_025212	CXXC4	TC04002657.hg.1,TC04001440.hg.1
NM_197966	BID	TC22000476.hg.1
NM_002737	PRKCA	TC17000783.hg.1
NM_018398	CACNA2D3	TC03000353.hg.1,TC03000354.hg.1
NM_005026	PIK3CD	TC01000118.hg.1
NM_000368	TSC1	TC09001678.hg.1
NM_018668	VPS33B	TC15001860.hg.1
NM_004525	LRP2	TC02002509.hg.1
NM_000945	PPP3R1	TC02005028.hg.1
NM_001718	BMP6	TC06000062.hg.1
NM_002524	NRAS	TC01003014.hg.1
NM_002739	PRKCG	TC19000866.hg.1
NM_016848	SHC3	TC09002636.hg.1,TC09001311.hg.1,TC09002637.hg.1
NM_001546	ID4	TC06000126.hg.1
NM_005185	CALML3	TC10000048.hg.1
NM_000619	IFNG	TC12002948.hg.1,TC12001696.hg.1
NM_182948	PRKACB	TC01000808.hg.1,TC01004503.hg.1
NM_002872	RAC2	TC22000725.hg.1
NM_002431	MNAT1	TC14002297.hg.1
NM_005163	AKT1	TC14001560.hg.1
NM_002155	HSPA6	TC01001401.hg.1
NM_004435	ENDOG	TC09000703.hg.1
NM_000325	PITX2	TC04001471.hg.1
NM_012324	MAPK8IP2	TC22000433.hg.1
NM_005188	CBL	TC11002905.hg.1,TC11001089.hg.1
NM_000179	MSH6	TC02000299.hg.1,TC02000297.hg.1
NM_002006	FGF2	TC04002187.hg.1,TC04000630.hg.1
NM_004465	FGF10	TC05001324.hg.1
NM_006015	ARID1A	TC01000349.hg.1
NM_033642	FGF13	TC0X002250.hg.1,TC0X001425.hg.1
NM_003013	SFRP2	TC04001657.hg.1
NM_014248	RBX1	
NM_000107	DDB2	TC11000404.hg.1
NM_005631	SMO	TC07000795.hg.1
NM_002506	NGF	TC01003018.hg.1
NM_006234	POLR2J	TC07001703.hg.1
NM_002412	MGMT	TC10000927.hg.1
NM_015715	PLA2G3	TC22000662.hg.1
NM_001719	BMP7	TC20000972.hg.1
NM_001847	COL4A6	TC0X001821.hg.1,TC0X001267.hg.1
NM_004203	PKMYT1	TC16000796.hg.1
NM_002758	MAP2K6	TC17000807.hg.1
NM_015869	PPARG	TC03000069.hg.1,TC03002222.hg.1
NM_000075	CDK4	TC12001633.hg.1
NM_004420	DUSP8	TC11001260.hg.1
NM_000545	HNF1A	TC12000952.hg.1
NM_006607	PTTG2	TC04000215.hg.1
NM_139276	STAT3	TC17001531.hg.1,TC17002638.hg.1
NM_000721	CACNA1E	TC01004874.hg.1,TC01001572.hg.1
NM_003745	SOCS1	TC16000862.hg.1
NM_022725	FANCF	TC11001498.hg.1
NM_001254	CDC6	TC17000495.hg.1
NM_145159	JAG2	TC14002333.hg.1
NM_005923	MAP3K5	TC06002146.hg.1
NM_004972	JAK2	TC09000035.hg.1
NM_053056	CCND1	TC11000718.hg.1
NM_000640	IL13RA2	TC0X001290.hg.1
NM_014225	PPP2R1A	TC19000792.hg.1,TC19002217.hg.1
NM_032991	CASP3	TC04001807.hg.1
NM_020630	RET	TC10002029.hg.1,TC10000268.hg.1
NM_005618	DLL1	TC06002342.hg.1
NM_002423	MMP7	TC11002228.hg.1
NM_001040168	LFNG	TC07000034.hg.1
NM_002947	RPA3	TC07001139.hg.1
NM_000489	ATRX	TC0X001173.hg.1,TC0X002137.hg.1
NM_001754	RUNX1	TC21000423.hg.1
NM_001206670	PLA2G4E	TC15001258.hg.1
NM_004721	MAP3K13	TC03002703.hg.1,TC03001010.hg.1
NM_033137	FGF1	TC05003282.hg.1,TC05001883.hg.1
NM_000605	IFNA2	TC09000960.hg.1
NM_001527	HDAC2	TC06002035.hg.1,TC06003812.hg.1
NM_002755	MAP2K1	TC15000613.hg.1
NM_019074	DLL4	TC15000299.hg.1
NM_015675	GADD45B	TC19001938.hg.1,TC19000055.hg.1
NM_013246	CLCF1	TC11003440.hg.1
NM_002405	MFNG	TC22001491.hg.1,TC22001338.hg.1
NM_005524	HES1	TC03001071.hg.1,TC03002732.hg.1
NM_003392	WNT5A	TC03001482.hg.1
NM_001203	BMPR1B	TC04000503.hg.1
NM_000834	GRIN2B	TC12001265.hg.1
NM_002203	ITGA2	TC05000218.hg.1
NM_006006	ZBTB16	TC11001026.hg.1
NM_003994	KITLG	TC12001792.hg.1
NM_182907	PRDM1	TC06000844.hg.1
NM_144701	IL23R	TC01004453.hg.1,TC01000739.hg.1
NM_000603	NOS3	TC07001009.hg.1
NM_170606	KMT2C	TC07002045.hg.1,TC07002682.hg.1
NM_001238	CCNE1	TC19000416.hg.1
NM_181690	AKT3	TC01004040.hg.1,TC01006240.hg.1
NM_005378	MYCN	TC02000094.hg.1
NM_002661	PLCG2	TC16001663.hg.1,TC16000643.hg.1
NM_000222	KIT	TC04000313.hg.1
NM_004304	ALK	TC02001708.hg.1
NM_002010	FGF9	TC13000037.hg.1
NM_002072	GNAQ	TC09001228.hg.1
NM_175722	TPO	TC02000013.hg.1
NM_005375	MYB	TC06003070.hg.1,TC06003069.hg.1,TC06001010.hg.1
NM_005905	SMAD9	TC13001018.hg.1,TC13000569.hg.1
NM_005983	SKP2	TC05000161.hg.1
NM_001018036	TSHR	TC14000499.hg.1
NM_000591	CD14	TC05001861.hg.1
NM_000724	CACNB2	TC10000138.hg.1,TC10001922.hg.1
NM_001220	CAMK2B	TC07001338.hg.1
NM_080425	GNAS	TC20001320.hg.1,TC20000466.hg.1
NM_032043	BRIP1	TC17001769.hg.1
NM_004756	NUMBL	TC19001543.hg.1
NM_052854	CREB3L1	TC11000394.hg.1
NM_147164	CNTFR	TC09001038.hg.1
NM_006290	TNFAIP3	TC06001027.hg.1,TC06003084.hg.1
NM_001127325	MAD2L2	TC01002200.hg.1
NM_002227	JAK1	TC01002742.hg.1,TC01002741.hg.1
NM_005732	RAD50	TC05000639.hg.1
NM_000346	SOX9	TC17000819.hg.1
NM_019113	FGF21	TC19000710.hg.1
NM_001379	DNMT1	TC19001159.hg.1
NM_001001557	GDF6	TC08001449.hg.1
NM_006206	PDGFRA	TC04002931.hg.1
NM_152739	HOXA9	TC07003401.hg.1
NM_021258	IL22RA1	TC01005333.hg.1,TC01002358.hg.1
NM_001202	BMP4	TC14001148.hg.1
NM_000944	PPP3CA	TC04001425.hg.1
NM_000135	FANCA	TC16001357.hg.1
NM_016734	PAX5	TC09002474.hg.1,TC09001072.hg.1
NM_016584	IL23A	TC07001955.hg.1,TC07002634.hg.1,TC07000915.hg.1,TC07000912.hg.1,TC07000913.hg.1,TC07000917.hg.1,TC12000512.hg.1,TC12002390.hg.1,TC07000905.hg.1
NM_000933	PLCB4	TC20000076.hg.1
NM_005044	PRKX	TC0X000809.hg.1
NM_145814	CACNG6	TC19000870.hg.1
NM_000594	TNF	TC06002432.hg.1,TC6_ssto_hap7000054.hg.1,TC06002442.hg.1,TC06002435.hg.1,TC6_mcf_hap5000053.hg.1,TC06002714.hg.1,TC6_mann_hap4000059.hg.1,TC06002438.hg.1,TC6_cox_hap2000067.hg.1,TC06002445.hg.1,TC6_dbb_hap3000058.hg.1,TC6_apd_hap1000036.hg.1,TC6_qbl_hap6000058.hg.1,TC06002449.hg.1,TC06002460.hg.1,TC06000371.hg.1
NM_000564	IL5RA	TC03001122.hg.1
NM_003073	SMARCB1	TC22000139.hg.1
NM_004985	KRAS	TC12001314.hg.1
NM_001559	IL12RB2	TC01000741.hg.1
NM_005938	FOXO4	TC0X000381.hg.1
NM_000572	IL10	TC01003766.hg.1,TC01006066.hg.1
NM_033119	NKD1	TC16001546.hg.1,TC16000440.hg.1
NM_001009552	PPP2CB	TC08001111.hg.1
NM_032642	WNT5B	TC12000017.hg.1
NM_000264	PTCH1	TC09002678.hg.1,TC09002677.hg.1,TC09001366.hg.1
NM_001800	CDKN2D	TC19001170.hg.1
NM_000321	RB1	TC13000190.hg.1
NM_007315	STAT1	TC02002624.hg.1
NM_000093	COL5A1	TC09000787.hg.1
NM_181050	AXIN1	TC16000725.hg.1
NM_001040056	MAPK3	TC16001021.hg.1
NM_031866	FZD8	TC10001179.hg.1
NM_005239	ETS2	TC21000169.hg.1
NM_021253	TRIM39	TC6_dbb_hap3000215.hg.1,TC6_mann_hap4000183.hg.1,TC6_cox_hap2000239.hg.1,TC6_apd_hap1000119.hg.1,TC6_ssto_hap7000194.hg.1,TC6_qbl_hap6000217.hg.1,TC06004068.hg.1
NM_001005737	CACNA2D4	TC12001092.hg.1,TC12002176.hg.1
NM_000300	PLA2G2A	TC01002307.hg.1
NM_001005474	NFKBIZ	TC03003320.hg.1
NM_021268	IFNA17	TC09000954.hg.1
NM_021955	GNGT1	TC07000553.hg.1
NM_004431	EPHA2	TC01002258.hg.1
NM_001237	CCNA2	TC04001516.hg.1
NM_005252	FOS	TC14000471.hg.1
NM_003318	TTK	TC06000761.hg.1
NM_004419	DUSP5	TC10000801.hg.1
NM_004994	MMP9	TC20000363.hg.1
NM_001759	CCND2	TC12000060.hg.1
NM_033381	COL4A5	TC0X001822.hg.1,TC0X000532.hg.1
NM_182734	PLCB1	TC20000072.hg.1
NM_138705	CALML6	TC01000052.hg.1
NM_021922	FANCE	TC06000515.hg.1
NM_005560	LAMA5	TC20001697.hg.1,TC20001008.hg.1
NM_004629	FANCG	TC09001049.hg.1
NM_000059	BRCA2	TC13000111.hg.1
NM_003841	TNFRSF10C	TC08000180.hg.1
NM_000929	PLA2G5	TC01000254.hg.1
NM_181809	BMP8A	TC01000495.hg.1
NM_001005747	CACNB4	TC02002430.hg.1,TC02004641.hg.1
NM_002467	MYC	TC08000749.hg.1
NM_004048	B2M	TC16000319.hg.1,TC15000342.hg.1,TC15002179.hg.1
NM_003508	FZD9	TC07000440.hg.1
NM_001102669	RRAS2	TC11001442.hg.1
NM_177990	PAK7	TC20000615.hg.1
NM_016269	LEF1	TC04001459.hg.1
NM_032427	MAML2	TC11002211.hg.1
NM_001259	CDK6	TC07003061.hg.1,TC07001603.hg.1
NM_002969	MAPK12	TC22001498.hg.1
NM_014602	PIK3R4	TC03001778.hg.1
NM_001556	IKBKB	TC08000325.hg.1,TC08001896.hg.1
NM_003862	FGF18	TC05002730.hg.1,TC05000943.hg.1
NM_002228	JUN	TC01002708.hg.1
NM_005902	SMAD3	TC15000622.hg.1,TC15002251.hg.1
NM_019854	PRMT8	TC12000040.hg.1
NM_001025203	U2AF1	TC21000501.hg.1
NM_002107	H3F3A	TC01001857.hg.1
NM_000249	MLH1	TC03000175.hg.1
NM_198829	RAC1	TC07000065.hg.1
NM_001946	DUSP6	TC12001796.hg.1,TC12002493.hg.1
NM_017617	NOTCH1	TC09001734.hg.1
NM_006219	PIK3CB	TC03001824.hg.1
NM_017778	WHSC1L1	TC08002292.hg.1,TC08001145.hg.1
NM_000601	HGF	TC07001562.hg.1
NM_000565	IL6R	TC01001276.hg.1
NM_001114121	CHEK1	TC11003470.hg.1
NM_002527	NTF3	TC12000075.hg.1
NM_002507	NGFR	TC17000645.hg.1
NM_001429	EP300	TC22000332.hg.1
NM_003810	TNFSF10	TC03003211.hg.1,TC03002006.hg.1
NM_178502	DTX3	TC12000536.hg.1
NM_002609	PDGFRB	TC05003303.hg.1,TC05001933.hg.1
NM_002188	IL13	TC05000640.hg.1
NM_183001	SHC1	TC01006381.hg.1
NM_003844	TNFRSF10A	TC08001052.hg.1
NM_004626	WNT11	TC11002107.hg.1
NM_000600	IL6	TC07000137.hg.1
NM_005562	LAMC2	TC01001585.hg.1
NM_000576	IL1B	TC02002219.hg.1
NM_004456	EZH2	TC07001993.hg.1
NM_000641	IL11	TC19001870.hg.1
NM_000088	COL1A1	TC17001682.hg.1
NM_005896	IDH1	TC02002726.hg.1
NM_170732	BDNF	TC11001513.hg.1,TC11003090.hg.1
NM_022161	BIRC7	TC20000508.hg.1
NM_005841	SPRY1	TC04000632.hg.1
NM_033313	CDC14A	TC01000902.hg.1
NM_003561	PLA2G10	TC16000885.hg.1
NM_002468	MYD88	TC03000187.hg.1
NM_138292	ATM	TC11002857.hg.1,TC11000980.hg.1
NM_003998	NFKB1	TC04000526.hg.1
NM_005559	LAMA1	TC18000309.hg.1,TC18000815.hg.1
NM_182962	BIRC3	TC11000956.hg.1
NM_003109	SP1	TC12000437.hg.1,TC12002368.hg.1
NM_024665	TBL1XR1	TC03002022.hg.1
NM_001005505	CACNA2D2	TC03001433.hg.1
NM_006218	PIK3CA	TC03000951.hg.1,TC03002674.hg.1
NM_181339	IL24	TC01001730.hg.1
NM_004360	CDH1	TC16000559.hg.1
NM_002310	LIFR	TC05001289.hg.1
NM_032271	TRAF7	TC16000063.hg.1
NM_020638	FGF23	TC12001120.hg.1
NM_003842	TNFRSF10B	TC08002257.hg.1,TC08001048.hg.1,TC08002256.hg.1,TC08001049.hg.1
NM_001760	CCND3	TC06001727.hg.1
NM_019851	FGF20	TC08001010.hg.1
NM_001011645	AR	TC0X000358.hg.1
NM_001142354	PPP3CB	TC10001410.hg.1
NM_002520	NPM1	TC05000942.hg.1
NM_003868	FGF16	TC0X000421.hg.1
NM_030964	SPRY4	TC05001880.hg.1
NM_000882	IL12A	TC03000870.hg.1
NM_024494	WNT2B	TC01000989.hg.1
NM_147180	PPP3R2	TC09001424.hg.1
NM_005456	MAPK8IP1	TC11000389.hg.1
NM_001838	CCR7	TC17001466.hg.1
NM_013371	IL19	TC01001728.hg.1
NM_001228	CASP8	TC02001177.hg.1,TC02003767.hg.1
NM_003248	THBS4	TC05000394.hg.1
NM_003264	TLR2	TC04002279.hg.1,TC04000775.hg.1
NM_002736	PRKAR2B	TC07000688.hg.1
NM_001200	BMP2	TC20000067.hg.1
NM_001540	HSPB1	TC07000485.hg.1
NM_003177	SYK	TC09000428.hg.1
NM_000227	LAMA3	TC18000103.hg.1
NM_001002295	GATA3	TC10000070.hg.1
NM_057158	DUSP4	TC08002271.hg.1,TC08001099.hg.1
NM_002578	PAK3	TC0X000543.hg.1
NM_002880	RAF1	TC03001174.hg.1
NM_006522	WNT6	TC02001313.hg.1
NM_002009	FGF7	TC15000386.hg.1
NM_001748	CAPN2	TC01001838.hg.1
NM_000799	EPO	TC07000632.hg.1
NM_017422	CALML5	TC10000994.hg.1
NM_003072	SMARCA4	TC19000190.hg.1
NM_000758	CSF2	TC05000629.hg.1
NM_005438	FOSL1	TC11001948.hg.1
NM_053055	THEM4	TC01003238.hg.1
NM_000832	GRIN1	TC09002887.hg.1
NM_003671	CDC14B	TC09001376.hg.1
NM_002591	PCK1	TC20000450.hg.1
NM_001790	CDC25C	TC05001829.hg.1,TC05003257.hg.1
NM_002067	GNA11	TC19000064.hg.1,TC19000063.hg.1
NM_007199	IRAK3	TC12002425.hg.1,TC12000591.hg.1
NM_005450	NOG	TC17000698.hg.1
NM_003151	STAT4	TC02002625.hg.1,TC02004751.hg.1
NM_032638	GATA2	TC03001755.hg.1
NM_002011	FGFR4	TC05001010.hg.1
NM_003592	CUL1	TC07000969.hg.1
NM_000095	COMP	TC19001293.hg.1
NM_000314	PTEN	TC10000623.hg.1,TC10000625.hg.1
NM_000214	JAG1	TC20000621.hg.1,TC20001421.hg.1
NM_024420	PLA2G4A	TC01001607.hg.1
NM_000657	BCL2	TC18000554.hg.1
NM_173157	NR4A1	TC12000414.hg.1
NM_000435	NOTCH3	TC19001250.hg.1
NM_003883	HDAC3	TC05003274.hg.1,TC05001871.hg.1
NM_000722	CACNA2D1	TC07001563.hg.1,TC07003044.hg.1
NM_005027	PIK3R2	TC19002628.hg.1
NM_030761	WNT4	TC01002330.hg.1,TC01005318.hg.1
NM_003010	MAP2K4	TC17002052.hg.1,TC17000155.hg.1
NM_004416	DTX1	TC12000887.hg.1
NM_007191	WIF1	TC12001681.hg.1
NM_000136	FANCC	TC09001361.hg.1,TC09001362.hg.1
NM_002662	PLD1	TC03002002.hg.1,TC03002001.hg.1
NM_004049	BCL2A1	TC15001719.hg.1,TC15002310.hg.1
NM_001003679	LEPR	TC01000730.hg.1
NM_001448	GPC4	TC0X001376.hg.1
NM_006739	MCM5	TC22001090.hg.1,TC22000260.hg.1
NM_005544	IRS1	TC02004835.hg.1,TC02002830.hg.1
NM_000833	GRIN2A	TC16000854.hg.1,TC16001763.hg.1
NM_005247	FGF3	TC11002020.hg.1
NM_001024847	TGFBR2	TC03000149.hg.1,TC03002268.hg.1
NM_001278	CHUK	TC10002931.hg.1
NM_001146	ANGPT1	TC08001521.hg.1
NM_000727	CACNG1	TC17000791.hg.1
NM_004333	BRAF	TC07001927.hg.1,TC07003197.hg.1,TC07001926.hg.1
NM_001012288	CRLF2	TC0Y000347.hg.1,TC0X002305.hg.1
NM_003914	CCNA1	TC13000124.hg.1
NM_212482	FN1	TC02002747.hg.1
NM_001024688	NBN	TC08001400.hg.1
NM_005157	ABL1	TC09000741.hg.1,TC09002302.hg.1
NM_004655	AXIN2	TC17002855.hg.1
NM_170693	SGK2	TC20001228.hg.1,TC20001724.hg.1
NM_004958	MTOR	TC01002197.hg.1
NM_022552	DNMT3A	TC02001658.hg.1
NM_032019	HDAC10	TC22001497.hg.1
NM_007331	WHSC1	TC04000030.hg.1
NM_022475	HHIP	TC04000706.hg.1
NM_000875	IGF1R	TC15000949.hg.1,TC15000951.hg.1
NM_002607	PDGFA	TC07001073.hg.1
NM_003954	MAP3K14	TC17001598.hg.1
NM_003867	FGF17	TC08000163.hg.1
NM_012116	CBLC	TC19000629.hg.1
NM_018063	HELLS	TC10000673.hg.1,TC10002226.hg.1
NM_182776	MCM7	TC07001654.hg.1
NM_002187	IL12B	TC05001997.hg.1
NM_002166	ID2	TC02000041.hg.1
NM_002690	POLB	TC08000326.hg.1
NM_000228	LAMB3	TC01003784.hg.1
NM_030662	MAP2K2	TC19001058.hg.1
NM_032415	CARD11	TC07001102.hg.1
NM_001229	CASP9	TC01002245.hg.1
NM_006705	GADD45G	TC09000418.hg.1
NM_002185	IL7R	TC05000159.hg.1
NM_000163	GHR	TC05002347.hg.1,TC05000191.hg.1,TC05000192.hg.1
NM_003507	FZD7	TC02001185.hg.1
NM_004113	FGF12	TC03002115.hg.1
NM_005605	PPP3CC	TC08000172.hg.1
NM_003394	WNT10B	TC12001464.hg.1
NM_004157	PRKAR2A	TC03001389.hg.1
NM_003629	PIK3R3	TC01002616.hg.1
NM_004656	BAP1	TC03001453.hg.1,TC03002916.hg.1
NM_002592	PCNA	TC20000592.hg.1
NM_002182	IL1RAP	TC03001048.hg.1,TC03001047.hg.1
NM_005211	CSF1R	TC05001932.hg.1,TC05003302.hg.1
NM_001616	ACVR2A	TC02000923.hg.1
NM_006252	PRKAA2	TC01000685.hg.1,TC01004414.hg.1
NM_133487	RAD51	TC15002160.hg.1,TC15000292.hg.1
NM_001770	CD19	TC16000312.hg.1
NM_000584	CXCL8	TC04000408.hg.1,TC04002067.hg.1
NM_000584	IL8	TC04000408.hg.1,TC04002067.hg.1
NM_001262	CDKN2C	TC01000619.hg.1
NM_006059	LAMC3	TC09000744.hg.1
NM_002585	PBX1	TC01001435.hg.1
NM_144717	IL20RB	TC03003324.hg.1
NM_002750	MAPK8	TC10000322.hg.1
NM_030753	WNT3	TC17001615.hg.1
NM_000251	MSH2	TC02003219.hg.1,TC02000295.hg.1
NM_001127208	TET2	TC04000542.hg.1
NM_006852	TLK2	TC17000757.hg.1
NM_031966	CCNB1	TC05002418.hg.1,TC05000298.hg.1
NM_006301	MAP3K12	TC12001550.hg.1
NM_001012331	NTRK1	TC01001328.hg.1
NM_000168	GLI3	TC07001319.hg.1
NM_002658	PLAU	TC10000475.hg.1
NM_005269	GLI1	TC12000530.hg.1
NM_007129	ZIC2	TC13000361.hg.1
NM_181309	IL22RA2	TC06002151.hg.1
NM_021057	IFNA7	TC09002913.hg.1
NM_006311	NCOR1	TC17001171.hg.1
NM_006142	SFN	TC01000353.hg.1
NM_170679	SKP1	TC05003405.hg.1
NM_012240	SIRT4	TC12000942.hg.1
NM_004112	FGF11	TC17002861.hg.1
NM_003390	WEE1	TC11000174.hg.1
NM_000877	IL1R1	TC02000620.hg.1
NM_005373	MPL	TC01000544.hg.1
NM_002732	PRKACG	TC09001191.hg.1
NM_021098	CACNA1H	TC16000036.hg.1
NM_003012	SFRP1	TC08001166.hg.1,TC08002303.hg.1
NM_004064	CDKN1B	TC12000178.hg.1,TC12002253.hg.1
NM_000215	JAK3	TC19001280.hg.1
NM_014496	RPS6KA6	TC0X001186.hg.1,TC0X002141.hg.1
NM_181504	PIK3R1	TC05003038.hg.1,TC05000291.hg.1
NM_003884	KAT2B	TC03000113.hg.1
NM_000598	IGFBP3	TC07001355.hg.1
NM_007356	LAMB4	TC07001749.hg.1
NM_014420	DKK4	TC08001178.hg.1
NM_201282	EGFR	TC07002321.hg.1,TC07000328.hg.1
NM_001227	CASP7	TC10000825.hg.1
NM_001005731	ITGB4	TC17000861.hg.1
NM_006350	FST	TC05000220.hg.1
NM_001010926	HES5	TC01002121.hg.1
NM_004964	HDAC1	TC01000427.hg.1
NM_000210	ITGA6	TC02001030.hg.1
NM_032977	CASP10	TC02001176.hg.1
NM_004380	CREBBP	TC16000823.hg.1
NM_000931	PLAT	TC08002306.hg.1,TC08001175.hg.1
NM_138957	MAPK1	TC22000547.hg.1
NM_156038	CSF3R	TC01002512.hg.1
NM_130898	CREB3L4	TC01001265.hg.1
NM_000212	ITGB3	TC17002878.hg.1
